movie_id,title,year,genre,duration_min,rating,votes,director,country,language,budget_usd,revenue_usd,metascore,keywords
588,The Tempest,1996,Biography,179,3.6,1352968,Chloe Thompson,Australia,English,30876112,386341406,41,small-town;heist;underground;cyberpunk;revenge;space
589,Umbral Junction In the Garden,2000,Action,77,3.8,22961,Mateo Wilson,Sweden,Portuguese,86418436,499609368,71,haunted;myth;warrior
590,Obsidian Triangle from the Future,1997,Sport,94,6.1,1355426,Jacob Baker,Mexico,Italian,86031937,425524779,25,small-town;forbidden-love;time-travel
591,Sacred Monolith from Nowhere,1990,Sport,158,6.3,495912,Lily Johnson,South Korea,English,172882939,9979376,59,betrayal;family-secrets;haunted;time-travel;dreams
592,Luminous Triangle Beyond the Gate,1981,Thriller,195,1.8,870583,Alexander Moore,India,Norwegian,92931549,859732932,10,forbidden-love;warrior;time-travel;haunted;myth
593,Wandering Palace Beyond the Gate,1987,Adventure,101,1.3,100415,Ava Rodriguez,France,Italian,184675926,935620960,28,revenge;space;sea;dreams
594,The Uprising,1983,Mystery,86,2.0,638242,Olivia Taylor,India,Swedish,164583994,815091299,34,rebellion;betrayal;survival;detective
595,Infinite Requiem of Ashes,2017,Family,189,6.9,1094317,Chloe Thomas,Norway,Russian,131661247,602458510,41,cyberpunk;revenge;post-apocalypse;city-night;myth;mountains
596,Feral Interval With No Name,1995,Horror,94,1.7,1037363,Emma Wilson,USA,Russian,58118423,1005345300,49,forbidden-love;friendship;road-trip;space
597,Opal City With No Name,2000,Animation,191,6.8,1058137,Mia Rodriguez,Poland,Italian,103602200,971590095,79,city-night;haunted;space;revenge
598,Sacred Nexus of Silence,2016,Action,112,5.1,224858,Isabella Thomas,USA,Korean,50305421,572855588,3,ai;memory;detective;underground;post-apocalypse;friendship
599,Mythic Mirage of Winter,1989,Crime,203,4.8,700002,Emma Lewis,Japan,Italian,26356397,105515313,83,sea;robot;space;myth;double-life;haunted
600,Majestic Zodiac Under Neon Lights,2011,Western,185,2.0,104688,Oliver Davis,Poland,Polish,14364060,76639302,73,cyberpunk;revenge;identity;friendship;post-apocalypse
601,Primal Dawn,2005,Action,131,7.5,1450666,Benjamin Young,Spain,Spanish,54746876,746536425,81,mountains;warrior;myth;sea;coming-of-age
602,Hidden Voyage Between Worlds,2019,War,153,8.6,1442806,Oliver Hernandez,India,Russian,18744086,357868394,23,dreams;detective;betrayal;coming-of-age;ai
603,Haunted Nexus of Dreams,1996,Thriller,118,7.0,20513,Nora Thompson,Norway,Portuguese,370173,1048632017,31,friendship;time-travel;family-secrets;coming-of-age;survival;ai
604,Timeless Arcade of Dreams,1989,Action,100,3.7,704066,Emily Young,Brazil,Hindi,69179048,1044736445,32,detective;coming-of-age;family-secrets;underground;myth
605,Xenial Harbor,2018,War,103,3.4,1089169,Liam Martinez,Mexico,Chinese,59224412,304154824,45,coming-of-age;cyberpunk;survival;sea;mountains;robot
606,Zen Zephyr,2004,Action,145,8.8,1423649,Zoe Lewis,Italy,German,182385488,749139051,42,survival;robot;post-apocalypse;myth;space;time-travel
607,Opal Triangle,1987,Family,191,6.0,727807,Henry Davis,USA,Korean,184119673,315961607,59,memory;myth;warrior;identity
608,Umbral Tempest of Silence,1984,Animation,78,5.0,455864,Henry Nguyen,France,English,131194869,656746679,0,underground;ai;family-secrets;coming-of-age;time-travel;post-apocalypse
609,Jade Interval,2012,Musical,114,9.5,1495782,Benjamin Martinez,Spain,Japanese,157195094,173340460,37,time-travel;forbidden-love;rebellion;underground
610,Quantum Mask,1986,Mystery,152,6.3,363540,Lily Ramirez,India,Norwegian,155300635,298878958,87,post-apocalypse;betrayal;robot;identity
611,Neon Frontier of Silence,2016,History,121,4.3,916330,Mia Rodriguez,Sweden,Swedish,84190214,1081934833,87,detective;underground;robot;coming-of-age;rebellion
612,Mythic Echo,1988,Sport,152,8.0,1217124,Victoria White,Germany,Portuguese,145932808,629949702,6,betrayal;haunted;ai;coming-of-age;detective;city-night
613,Kaleidoscopic Palace,1997,Action,160,6.3,609483,Lily Walker,India,Chinese,16438262,260796171,94,mountains;space;memory
614,Kindred Vesper,1994,Sci-Fi,152,6.6,13628,Grace Flores,Spain,Polish,18123311,76693,19,memory;friendship;cyberpunk
615,Obsidian Odyssey Before Dawn,2012,History,175,1.5,255557,Alexander Sanchez,Norway,Spanish,63162964,1174070646,33,double-life;ai;warrior;friendship;robot;betrayal
616,Sable Echo Before Dawn,2022,Romance,118,5.6,1467327,Zoe Gonzalez,Norway,Korean,77955997,621587062,85,survival;forbidden-love;underground
617,Umbral Drift Between Worlds,1986,History,181,8.2,310827,Liam Jackson,Sweden,Polish,151553723,836293271,1,time-travel;ancient-ritual;dreams;ai;warrior
618,Flickering Empire,1988,History,192,3.5,332109,Jack Allen,Spain,Italian,189675727,1127548420,49,heist;ancient-ritual;betrayal
619,Yearning Rise,2025,Sci-Fi,146,8.0,1380957,Alexander Sanchez,Canada,Chinese,173276841,1038833754,48,warrior;ai;heist;survival;mountains;memory
620,Umbral Triangle Between Worlds,2000,Biography,164,6.2,846875,Olivia Williams,USA,Chinese,196830307,341835758,29,ai;friendship;forbidden-love
621,Velvet Quarry of Fire,1995,Action,119,7.5,805581,Jacob Jones,UK,Portuguese,67338746,245830585,4,detective;city-night;underground
622,The Fall,2000,Action,190,4.4,1336815,Lily Scott,Spain,French,67878595,1054635704,56,cyberpunk;space;sea;heist;robot
623,Kaleidoscopic Whisper of Shadows,2020,Action,127,1.3,294881,Ava White,Mexico,Portuguese,146821676,154543912,43,ai;sea;rebellion;ancient-ritual
624,Kaleidoscopic Ritual of Winter,2016,War,203,4.1,1297144,Layla Rodriguez,Canada,Korean,114859310,807707743,9,betrayal;small-town;memory
625,Untamed Odyssey of Fire,1983,Sport,159,1.2,608056,James Harris,Brazil,Polish,42476030,618623470,9,double-life;memory;rebellion;warrior
626,Jagged Frontier of Glass,2014,Action,195,9.3,551762,Liam Williams,India,Japanese,70129738,430594655,42,betrayal;space;identity
627,Young Harbor,1983,Romance,201,1.6,1182592,Maya Williams,Brazil,Polish,111833621,173073189,70,betrayal;post-apocalypse;sea;time-travel;friendship;family-secrets
628,Iridescent Sanctum of Time,2007,War,152,8.0,477737,Liam Brown,USA,Norwegian,52760133,1147155395,77,ai;rebellion;sea;coming-of-age;identity;forbidden-love
629,Crimson Kingdom,2007,Family,110,2.0,247548,Maya White,Brazil,French,92207087,937429927,7,cyberpunk;revenge;survival;coming-of-age
630,The Monolith,2014,Biography,86,9.8,31344,Oliver Brown,Canada,English,34115039,941791594,23,time-travel;road-trip;underground;warrior;ancient-ritual
631,Quantum Ember of Wolves,2010,Action,94,1.7,1140208,Lucas Young,Brazil,Chinese,59232919,952498845,91,underground;city-night;identity;myth;double-life
632,Tempest Beacon of Storms,2000,Musical,203,1.9,727047,Jacob Flores,Norway,German,21157709,437130888,17,myth;sea;identity;space
633,Infinite Junction,1982,Romance,187,6.8,951709,Isabella Johnson,Norway,Chinese,9161356,580461775,35,myth;family-secrets;revenge;time-travel;post-apocalypse;warrior
634,Broken Ritual of Wolves,2004,History,86,3.0,795606,Mason Nelson,Mexico,Hindi,14128342,655300510,4,rebellion;coming-of-age;warrior;city-night;dreams
635,Wild Citadel,1981,Documentary,186,8.7,119886,Mia Scott,Australia,Swedish,182091059,617226466,68,robot;survival;sea;dreams;city-night;memory
636,Rusty Tempest,1995,Sci-Fi,78,3.5,1431613,Benjamin Garcia,Poland,Norwegian,145807988,635279181,43,time-travel;warrior;post-apocalypse;underground;double-life;ai
637,Rusty Rise,1987,Animation,157,8.4,375038,Emily Robinson,USA,Korean,2481210,1001671200,4,forbidden-love;ancient-ritual;double-life;identity;space
638,Distant Garden of Tomorrow,1997,Sport,155,9.5,923768,Mason Taylor,Japan,German,132956472,273208195,29,betrayal;double-life;warrior;ancient-ritual
639,Crimson Arcade of Glass,1991,Western,187,6.2,88087,Layla Anderson,UK,Swedish,69639479,552859101,2,identity;mountains;time-travel;warrior;cyberpunk
640,Yearning Odyssey from Nowhere,1987,Western,94,3.1,683329,Lily White,Mexico,Polish,172405237,915848796,36,coming-of-age;road-trip;warrior;small-town
641,The Harbor,2003,War,150,6.5,336300,Owen Williams,South Korea,Spanish,158806406,54836622,13,small-town;road-trip;memory;mountains
642,Zephyr Sanctum,1993,Crime,83,6.8,314829,Wyatt Adams,Canada,Polish,60385505,1081249182,73,identity;sea;friendship;memory;small-town;time-travel
643,Paradox Quarry,2000,Mystery,124,8.4,614702,Oliver Perez,Poland,Norwegian,97264229,495834001,58,sea;friendship;mountains;cyberpunk;detective
644,Young Monolith of Time,2015,Western,94,9.1,1370232,Hannah Hill,Poland,Korean,112534253,493412935,72,rebellion;identity;cyberpunk;city-night
645,Distant Mask of Ashes,2018,Mystery,148,4.0,247488,Sophia Clark,Mexico,Hindi,39935439,1061286922,80,dreams;heist;detective;coming-of-age
646,Lunar Parable In the Garden,2015,War,100,2.1,71561,Michael Johnson,Italy,Polish,35634883,1105733078,67,dreams;robot;underground;betrayal;haunted;mountains
647,Mythic Beacon,2001,Biography,102,9.8,94970,Olivia Thompson,Sweden,Japanese,169437675,965838737,94,myth;city-night;forbidden-love;mountains;betrayal;sea
648,The Room,2012,Thriller,113,9.0,1244871,Aria White,Sweden,Japanese,86116619,941858510,22,city-night;friendship;cyberpunk;myth;forbidden-love
649,Wild Garden Without End,2013,Biography,205,8.5,894932,Henry Lee,Australia,Italian,47993128,307512272,5,robot;memory;post-apocalypse;survival
650,Radiant Gambit of Silence,1990,Action,148,3.4,920575,Elijah Hernandez,South Korea,German,162817568,227889778,29,betrayal;friendship;space;identity;family-secrets
651,Jagged City Under Neon Lights,1982,Musical,124,1.1,54158,Owen Wilson,South Korea,Portuguese,114588408,955253720,66,family-secrets;detective;myth;rebellion
652,Infinite Circle,2008,Family,201,3.3,287028,Benjamin Nelson,France,Italian,21324406,477690069,93,road-trip;heist;memory
653,Wild Drift In the Machine,2012,Thriller,155,8.9,80540,Michael Miller,India,French,149932695,76528121,81,cyberpunk;betrayal;survival
654,Broken Arcade,1989,War,122,7.5,592754,Amelia Gonzalez,Canada,Hindi,194254963,459967549,0,revenge;forbidden-love;identity;warrior;space;mountains
655,Majestic Empire of Storms,2019,Crime,135,6.7,1015610,Chloe Nelson,Italy,German,62348393,627314157,85,forbidden-love;small-town;ancient-ritual;haunted;warrior;underground
656,Luminous Quarry of Fire,1987,Animation,182,9.6,682507,Oliver Nelson,Mexico,Polish,47396835,998012811,40,underground;mountains;haunted
657,Xenial Requiem,2011,Sport,180,7.1,60838,Henry Moore,Spain,Chinese,109891664,130574001,71,post-apocalypse;ai;road-trip;robot;haunted
658,Flickering Nexus At World's Edge,1983,Mystery,199,7.5,712799,Noah Martin,Sweden,Japanese,59507463,357631503,68,city-night;ancient-ritual;friendship;warrior
659,Radiant Harbor from the Future,1981,Drama,172,1.8,1478027,Mateo Thompson,Canada,Russian,13311106,1113790245,26,identity;space;heist;family-secrets;haunted
660,Xenial Arcade of Dreams,2003,Documentary,180,2.9,521669,Ava Williams,USA,Norwegian,141446134,220161592,64,small-town;forbidden-love;time-travel;heist;myth;rebellion
661,Dark Arcade,1982,Mystery,106,8.2,792523,Daniel Rodriguez,Japan,Chinese,22894635,164340664,9,coming-of-age;rebellion;sea;family-secrets;identity;warrior
662,Kindred Odyssey,1992,Sport,154,8.0,891709,Victoria Johnson,South Korea,German,123286544,435223419,12,ancient-ritual;survival;forbidden-love;haunted;myth
663,Eternal Mirage of Light,2015,Mystery,198,3.5,1474145,Zoe Allen,Poland,Japanese,4720452,1067374302,93,underground;city-night;identity;mountains;friendship;detective
664,Primal Wilderness,1994,History,169,5.2,228581,Alexander Perez,Germany,Norwegian,169191205,179603822,12,space;double-life;forbidden-love;survival
665,Quantum Mirage Under Neon Lights,2010,Western,134,1.5,1034872,James Clark,South Korea,Swedish,90795879,323436762,4,mountains;survival;warrior;robot;double-life
666,Silent Drift,2011,Musical,202,3.8,1367461,Oliver Lee,Sweden,Swedish,129753341,1104732406,71,rebellion;friendship;robot
667,Wandering Labyrinth In the Garden,1980,Fantasy,208,7.7,348640,Logan Lewis,France,English,113965548,1063400684,21,betrayal;sea;double-life;identity;robot;haunted
668,Silent Ember of Silence,2023,Mystery,208,3.9,779468,Lily Adams,Italy,Spanish,77999105,1123673481,87,small-town;warrior;mountains;underground
669,Kaleidoscopic Zodiac from Nowhere,1993,Documentary,109,2.5,1499734,Hannah Smith,India,Japanese,48210554,322872179,60,coming-of-age;myth;mountains
670,Neon Whisper,2001,Action,90,6.6,1246761,Ethan Jones,Brazil,Russian,150197319,485394672,44,rebellion;space;post-apocalypse
671,Timeless Nexus of Silence,2003,Sport,178,9.3,1176837,Zoe Adams,Spain,Polish,159185355,327323339,13,post-apocalypse;heist;survival;friendship
672,Jade Triangle In the Garden,2004,Documentary,145,9.6,1291709,Hannah Wilson,Italy,English,62331669,464808789,11,betrayal;heist;forbidden-love;double-life
673,Silent Gambit of Glass,1988,Western,187,4.8,989303,Sebastian Martin,France,French,150462815,844490778,48,mountains;forbidden-love;underground;myth;memory;road-trip
674,Kaleidoscopic Mirage,1990,Mystery,111,8.5,1175524,Emily Young,Japan,Russian,32376625,1198092043,55,heist;coming-of-age;double-life;underground;detective
675,Umbral Interval,2015,Horror,172,4.3,22481,Logan Lewis,Brazil,Hindi,52415013,12057126,75,road-trip;friendship;rebellion;underground;post-apocalypse
676,Jagged Horizon,1997,War,176,1.4,1458667,James Moore,UK,Portuguese,8267549,1011055234,77,forbidden-love;heist;rebellion;sea;ancient-ritual;city-night
677,Luminous Odyssey of Shadows,2019,Sci-Fi,120,8.8,276186,Sophia Clark,France,English,119118377,133842932,40,double-life;identity;post-apocalypse
678,Neon Rise,2023,Documentary,118,9.1,1230808,Owen King,USA,Russian,108325950,894166503,85,revenge;space;family-secrets
679,Jagged Symphony,2008,Comedy,145,6.4,1444443,Victoria Clark,Italy,Russian,965538,668220722,35,friendship;road-trip;detective;survival;family-secrets
680,Wandering Mirage from Nowhere,1985,Action,98,2.6,181330,Mason Lee,USA,Norwegian,45555743,22416944,27,detective;revenge;dreams;sea;cyberpunk
681,The Mask,1992,Sci-Fi,154,1.5,1480508,Henry Lopez,Japan,Spanish,151776758,677619096,52,family-secrets;space;post-apocalypse;dreams
682,Neon Voyage,2008,Mystery,98,5.4,1213713,Owen Thompson,Sweden,Chinese,169489860,366091507,4,betrayal;identity;survival;space;mountains;robot
683,Yearning Rise,1993,Documentary,203,5.9,564129,Sophia Allen,Spain,German,58687359,1004352760,33,rebellion;friendship;memory
684,Umbral Fall of Ashes,2009,Biography,157,4.3,792635,Aria Williams,India,Swedish,28181829,770697831,1,robot;forbidden-love;road-trip;ancient-ritual
685,Hidden Voyage,2009,Musical,122,7.7,920767,Maya Robinson,Mexico,Swedish,107295264,1016988283,31,sea;underground;warrior;road-trip;forbidden-love
686,Velvet Legacy At World's Edge,1994,Western,102,4.7,564990,Lily Sanchez,USA,Spanish,137593808,357308488,38,survival;city-night;betrayal;ai
687,Wild Garden,1989,Adventure,192,4.5,966022,Ava Nelson,Germany,French,46289269,646998887,39,heist;cyberpunk;double-life
688,Obsidian Nexus of Fire,1989,Musical,170,1.0,334238,Jack Miller,Norway,Hindi,184457831,846210112,89,rebellion;forbidden-love;ai;haunted
689,Glacial Circle At World's Edge,1986,Crime,107,3.8,280124,Daniel Lee,South Korea,Chinese,181226718,911805317,76,identity;revenge;underground;forbidden-love;ai;sea
690,Opal Echo Under Neon Lights,1991,Romance,169,4.2,1051729,Ava Flores,Australia,Polish,173395829,494079025,17,space;time-travel;rebellion;myth;robot;revenge
691,Wild Kingdom,1998,Animation,174,7.0,1008100,Noah Taylor,Mexico,Spanish,44000706,855162649,87,detective;small-town;revenge
692,Yearning Mask,2005,Drama,116,3.8,1205295,Victoria Harris,Sweden,English,130597046,862651471,54,myth;robot;post-apocalypse
693,Zephyr Fall After Midnight,2008,Western,170,8.0,1493321,Mateo Wright,Brazil,Polish,48106879,910672921,68,double-life;ai;revenge;betrayal;coming-of-age;road-trip
694,Xenial Yearling from the Past,2019,History,186,1.4,590896,Noah Davis,Norway,Korean,98643763,107532038,76,post-apocalypse;robot;road-trip;ai;myth
695,Dark Uprising of Silence,2002,Family,79,5.0,624387,Noah Hill,France,Italian,196569069,78624417,68,cyberpunk;heist;revenge;identity;friendship;betrayal
696,Young Symphony,1997,Adventure,192,7.1,512016,Chloe Torres,Sweden,English,20645015,701343417,47,betrayal;warrior;sea
697,Sable Odyssey In the Machine,1985,Documentary,152,4.8,47041,Mason Taylor,Canada,Chinese,116449396,250021702,24,myth;warrior;memory;identity;double-life
698,Quantum House,2010,Horror,186,3.4,1444751,Mason Moore,UK,Portuguese,107117333,389253771,86,post-apocalypse;coming-of-age;robot;space;small-town
699,Distant River of Storms,2009,Sport,156,1.9,471591,Liam Lee,Poland,Polish,164217754,618113024,93,survival;robot;ancient-ritual;warrior;road-trip;identity
700,Broken Quarry,2001,Documentary,163,8.3,318402,Charlotte Young,Spain,Hindi,187394226,365101019,86,post-apocalypse;haunted;time-travel;ai;survival;revenge
701,Sable Ritual of Time,1985,Horror,210,4.3,612097,Sebastian Lewis,Sweden,English,41949220,358059187,79,survival;robot;city-night;coming-of-age;myth
702,Mythic Sky of Fire,2004,Musical,108,4.4,259085,Mia Sanchez,Spain,French,29797757,621372199,22,city-night;sea;haunted;identity
703,Distant Interval,2018,Mystery,156,7.9,1321883,Mia Nelson,India,Hindi,143881290,1143553086,50,double-life;haunted;forbidden-love;city-night
704,Glacial Ember,1991,Crime,148,1.0,700663,Charlotte Adams,Italy,Russian,26493403,823245214,74,robot;rebellion;space;ancient-ritual;coming-of-age;warrior
705,Primal Requiem,1985,Sport,179,9.4,681716,Maya Thomas,Italy,Portuguese,168005069,1013426613,87,underground;coming-of-age;sea
706,Paradox Rise from the Past,1992,Fantasy,192,4.3,501980,Mason Walker,Spain,Italian,35707978,629173886,8,space;survival;detective
707,Glacial Beacon,1995,Fantasy,193,5.5,233213,Nora Perez,Italy,French,124174150,149985140,0,ai;robot;double-life
708,Kaleidoscopic Quarry,2006,Mystery,105,7.4,1273022,Zoe Johnson,Sweden,Korean,194992664,128390035,37,family-secrets;rebellion;sea;city-night;time-travel;underground
709,Caged Circle,2008,Family,106,1.9,550600,Aria Davis,Italy,Italian,110935135,729789310,18,small-town;forbidden-love;space;post-apocalypse
710,Hidden Harbor,2025,War,137,7.7,718254,Henry Lewis,India,Norwegian,120996929,553882767,72,warrior;time-travel;city-night;betrayal;memory
711,Timeless Echo of Time,2016,Adventure,149,3.7,332084,Lily Green,South Korea,Korean,191515643,944597205,86,betrayal;sea;small-town;mountains;warrior
712,Timeless Kingdom of Fire,1981,Horror,152,2.3,25405,James White,Australia,Korean,166116589,365952949,44,survival;double-life;memory;road-trip
713,Kaleidoscopic Junction At World's Edge,2011,Fantasy,209,5.3,1015118,Wyatt Smith,Canada,Italian,60451049,664234485,26,betrayal;post-apocalypse;warrior;city-night
714,Young Parable,2009,Biography,78,8.5,1099255,Elijah Gonzalez,Brazil,Russian,8915563,855753383,80,road-trip;memory;revenge
715,Sacred Vesper,2014,Thriller,89,5.0,1096803,Oliver Thomas,Japan,Norwegian,198590780,392312319,88,cyberpunk;mountains;detective;heist
716,Golden Zodiac of Storms,1985,Horror,91,9.1,278075,Chloe Martin,UK,French,61192218,523858433,74,detective;friendship;identity;small-town;time-travel;road-trip
717,Sable Labyrinth of the North,2008,Thriller,196,2.8,1137529,Aria Wilson,Norway,German,152928163,20621157,74,double-life;dreams;friendship;sea;detective;city-night
718,Tempest Whisper Beyond the Gate,2019,History,75,3.2,853995,Nora Moore,Norway,Russian,47487415,705747734,64,memory;myth;ancient-ritual;dreams;post-apocalypse;identity
719,Quantum Harbor from the Future,2012,Animation,187,2.0,382159,Grace Smith,India,Hindi,126400580,1064696476,20,revenge;city-night;robot;ai
720,Untamed Odyssey,2020,Musical,121,2.7,228084,Elijah Wilson,South Korea,Hindi,82075845,687228824,98,friendship;ai;myth;warrior;space;survival
721,Velvet Symphony of Winter,2005,Fantasy,115,6.4,329631,Sebastian King,Norway,Russian,159880740,895305606,99,cyberpunk;rebellion;post-apocalypse;forbidden-love;double-life
722,Untamed Junction of Echoes,2002,Documentary,190,3.7,1181397,Daniel Clark,USA,Norwegian,108569697,118771780,52,ancient-ritual;small-town;betrayal;detective;city-night
723,Sacred Echo,2022,Mystery,150,8.4,49758,Sebastian Ramirez,Australia,Italian,149905282,428320215,27,double-life;post-apocalypse;friendship;revenge;cyberpunk;heist
724,Vivid Room In the Machine,2017,War,86,8.0,818121,Grace Thomas,Japan,Portuguese,157433876,805347100,7,time-travel;ancient-ritual;road-trip
725,Sacred Uprising At World's Edge,1998,Action,195,2.2,155265,Sebastian Clark,Germany,Chinese,40477947,641787577,73,identity;revenge;detective;cyberpunk
726,Vivid Wilderness Beyond the Stars,1996,Musical,210,8.3,1446233,Liam Rodriguez,Canada,Chinese,187803845,674226608,46,sea;dreams;space;heist;road-trip;detective
727,Primal Palace of Winter,2023,Mystery,140,6.4,48624,Amelia Davis,Mexico,Japanese,106483112,1044444845,6,rebellion;memory;underground
728,Dark Wilderness of Glass,2012,Documentary,200,3.5,700029,Olivia Jones,Canada,Hindi,30254677,1141951136,20,survival;rebellion;detective
729,Radiant Rise,2023,Family,145,5.1,319297,Mateo Jones,Italy,Russian,154510455,729735810,58,dreams;coming-of-age;haunted;survival;myth;rebellion
730,Radiant Kingdom of Fire,2000,Family,113,3.3,467534,Aria Baker,India,Hindi,122977220,430208720,98,dreams;mountains;double-life;survival;betrayal
731,Neon Symphony of Dreams,1986,Drama,85,7.9,1132721,Jack Jones,India,Chinese,84747428,494144261,84,space;myth;heist;robot
732,Sacred Arcade,2002,Drama,110,8.8,922093,Isabella Harris,USA,Korean,199800510,447931473,48,detective;haunted;space
733,Obsidian Kingdom of the North,1985,Fantasy,204,9.1,1083271,Isabella Hernandez,Spain,Polish,131394043,769637421,95,robot;space;revenge;small-town;memory
734,Zen Quarry of the North,2009,Drama,76,4.4,880933,Daniel Miller,Brazil,Italian,83310084,140242713,55,cyberpunk;mountains;revenge;ancient-ritual;small-town
735,Broken Quarry of Storms,2021,Documentary,86,2.3,522286,Mason Torres,USA,Spanish,139316539,334488432,17,city-night;time-travel;dreams;warrior;small-town;space
736,Zephyr River Under Neon Lights,2006,Fantasy,182,2.5,1087682,Harper Nelson,Italy,Italian,29464576,348694899,3,space;myth;haunted;ancient-ritual;underground;post-apocalypse
737,Radiant Gambit of Shadows,2001,Drama,195,1.3,302804,Jacob Williams,Australia,Norwegian,160760627,1127868291,21,friendship;coming-of-age;underground;dreams
738,Primal Mirage of Tomorrow,1987,War,193,9.8,1125698,Emily Rodriguez,USA,German,127940633,1008215606,32,road-trip;ai;identity;underground
739,Radiant River,2016,Horror,107,3.0,272326,Harper Anderson,Canada,Swedish,25544779,867236647,36,cyberpunk;post-apocalypse;heist
740,Young River Between Worlds,2009,Biography,208,5.6,559464,Amelia Lee,Mexico,Italian,177590014,311859714,74,sea;dreams;small-town
741,Broken Fall of Winter,1991,Drama,111,6.6,498864,Ethan Sanchez,India,English,153668363,1032459403,61,space;ancient-ritual;double-life;family-secrets;survival
742,Caged Oracle,1996,Musical,187,2.0,585845,Victoria Perez,India,Spanish,68627391,732255393,62,ai;friendship;rebellion;road-trip;city-night;memory
743,Rusty Labyrinth,1981,Musical,107,1.8,959407,Isabella Davis,South Korea,Spanish,93414672,659342779,57,identity;revenge;double-life;memory;heist;haunted
744,Jagged Whisper Beyond the Stars,1994,Drama,125,7.5,742358,Chloe Hill,Germany,Portuguese,142521528,1127526040,6,identity;cyberpunk;mountains;memory;heist
745,Zen Tempest of Dreams,2020,Sport,132,8.5,318974,Zoe Flores,Mexico,Chinese,54376609,597905371,6,myth;haunted;memory;robot;forbidden-love;detective
746,Vivid Requiem,1984,Mystery,154,2.9,1285900,Nora Jones,UK,Norwegian,110259342,301298983,18,family-secrets;heist;city-night;small-town;cyberpunk;haunted
747,Lunar Rise Under the Moon,1992,Romance,164,1.6,579370,Amelia Sanchez,France,Swedish,198649622,326087242,26,betrayal;ai;post-apocalypse;city-night;road-trip;coming-of-age
748,Sable Parable from the Past,1986,Sport,195,3.1,919222,Alexander Davis,Sweden,Spanish,18998588,733101927,34,haunted;family-secrets;dreams
749,Rusty Parable,1990,War,149,3.0,216211,Sophia Hill,Brazil,French,178585583,1061998945,89,robot;time-travel;ancient-ritual;friendship;city-night;post-apocalypse
750,Young Room of Storms,2020,Western,159,4.7,527007,Jack Garcia,USA,Polish,191520147,1042708030,31,cyberpunk;survival;robot;ai;post-apocalypse;friendship
751,Xenial Ritual Before Dawn,2016,Crime,207,8.7,1400068,Wyatt Williams,France,Portuguese,172617501,211691916,73,friendship;city-night;cyberpunk
752,The Yearling,2006,Crime,85,4.1,923360,Charlotte Torres,UK,Japanese,168709235,927277759,85,space;survival;heist
753,Dark Fall,2006,Drama,191,8.6,531757,Jack Baker,Brazil,Italian,66860189,594063723,57,road-trip;detective;mountains
754,Sable Citadel,2015,Musical,157,7.6,731039,Mason Young,Canada,Italian,94536854,1155850361,94,road-trip;family-secrets;myth;friendship
755,Young Mirage,2011,Fantasy,172,2.8,1483617,Grace Thompson,India,Norwegian,117612747,776236343,96,heist;road-trip;coming-of-age;friendship
756,Neon Yearling from the Past,2024,Musical,150,7.7,1128901,Mason Sanchez,Canada,French,25162121,194437923,91,double-life;post-apocalypse;betrayal;mountains;road-trip;identity
757,Yearning Legacy of Wolves,1986,Animation,96,3.9,471591,Emily Williams,Poland,Hindi,41710666,587955895,3,cyberpunk;family-secrets;mountains;rebellion;dreams;small-town
758,Flickering Rise,1998,Romance,80,8.6,1013597,Emily Clark,Spain,Japanese,50044574,1113623571,74,ancient-ritual;survival;haunted;sea;post-apocalypse;mountains
759,Zen Citadel of Time,1995,Documentary,166,1.7,1453843,Amelia Lee,Poland,Norwegian,144592208,276520044,12,identity;road-trip;friendship;small-town;warrior;cyberpunk
760,Young Interval,2015,Romance,194,3.4,111671,Charlotte Flores,Sweden,Korean,158762246,936698558,8,coming-of-age;identity;detective;ancient-ritual
761,Crimson Interval Between Worlds,1989,Thriller,165,1.6,579103,Lily Taylor,USA,Swedish,160554210,1054006052,55,haunted;space;ai;detective
762,Untamed Uprising,1994,Biography,205,9.4,302578,Zoe Baker,India,Chinese,1918741,113754182,91,survival;friendship;city-night;revenge;warrior
763,Electric Triangle of Dreams,1992,Romance,120,8.4,61939,Grace Davis,India,Polish,25376265,866628378,73,small-town;robot;haunted;mountains;forbidden-love;betrayal
764,Wild Voyage of Time,1991,Family,139,5.4,387163,James Sanchez,Spain,French,94374715,175166814,43,city-night;friendship;memory;post-apocalypse;coming-of-age;warrior
765,Crimson Vesper of Time,1986,Fantasy,75,9.6,1109747,Ava Smith,India,Japanese,82312087,59385556,72,double-life;revenge;heist;space;ancient-ritual
766,Radiant Ritual of Winter,2002,Action,114,6.3,1203833,Mason Lewis,Italy,Hindi,40056551,955858823,3,rebellion;identity;dreams
767,Infinite Frontier,2023,Fantasy,207,2.5,209231,Grace Gonzalez,Germany,Portuguese,90669234,976390140,84,small-town;detective;friendship;ai;identity;revenge
768,Wild Beacon of Fire,2011,Horror,178,1.4,123043,Hannah Nelson,France,Chinese,139644508,195321088,84,rebellion;memory;survival;mountains;identity
769,Kaleidoscopic Legacy,1998,Documentary,109,5.0,415423,Henry Green,Mexico,Japanese,116906688,809745106,10,coming-of-age;forbidden-love;friendship;road-trip;identity;dreams
770,Radiant Kingdom After Midnight,1998,Comedy,210,8.4,394530,Sophia Martin,Italy,Russian,84295755,102984799,68,time-travel;myth;haunted
